week_ending,baseline_forecast,multivariate_forecast
2015-07-05,442408.5439575985,446753.06180158973
2015-07-12,441427.38575380004,445894.35202942055
2015-07-19,440651.7777101872,442413.0110156263
2015-07-26,437841.366220814,438357.14039029274
2015-08-02,435046.6383141494,437481.41123012675
2015-08-09,434168.9555457352,436547.36080369784
2015-08-16,433027.924736543,436547.36080369784
2015-08-23,433176.7293507827,437716.2226242089
