week_ending,y,temp_mean,holiday_count,target_lag_1,target_lag_2,target_lag_3,target_lag_4,temp_mean_lag_1,temp_mean_lag_2
2011-11-20,406047,8.857142857142858,0,404644.0,407619.0,397553.0,406739.0,10.214285714285714,11.728571428571428
2011-11-27,410069,8.785714285714286,0,406047.0,404644.0,407619.0,397553.0,8.857142857142858,10.214285714285714
2011-12-04,399684,7.014285714285714,0,410069.0,406047.0,404644.0,407619.0,8.785714285714286,8.857142857142858
2011-12-11,398930,4.885714285714286,0,399684.0,410069.0,406047.0,404644.0,7.014285714285714,8.785714285714286
2011-12-18,395212,3.5,0,398930.0,399684.0,410069.0,406047.0,4.885714285714286,7.014285714285714
2011-12-25,365203,7.228571428571428,1,395212.0,398930.0,399684.0,410069.0,3.5,4.885714285714286
2012-01-01,401695,8.6,3,365203.0,395212.0,398930.0,399684.0,7.228571428571428,3.5
2012-01-08,395703,6.971428571428571,1,401695.0,365203.0,395212.0,398930.0,8.6,7.228571428571428
2012-01-15,382031,5.757142857142857,0,395703.0,401695.0,365203.0,395212.0,6.971428571428571,8.6
2012-01-22,388000,5.7,0,382031.0,395703.0,401695.0,365203.0,5.757142857142857,6.971428571428571
2012-01-29,404509,4.6571428571428575,0,388000.0,382031.0,395703.0,401695.0,5.7,5.757142857142857
2012-02-05,384615,-0.6142857142857142,0,404509.0,388000.0,382031.0,395703.0,4.6571428571428575,5.7
2012-02-12,400664,-0.4714285714285715,0,384615.0,404509.0,388000.0,382031.0,-0.6142857142857142,4.6571428571428575
2012-02-19,412534,6.014285714285714,0,400664.0,384615.0,404509.0,388000.0,-0.4714285714285715,-0.6142857142857142
2012-02-26,431996,8.085714285714285,0,412534.0,400664.0,384615.0,404509.0,6.014285714285714,-0.4714285714285715
2012-03-04,430063,8.142857142857142,0,431996.0,412534.0,400664.0,384615.0,8.085714285714285,6.014285714285714
2012-03-11,429589,7.5,0,430063.0,431996.0,412534.0,400664.0,8.142857142857142,8.085714285714285
2012-03-18,431047,6.8999999999999995,0,429589.0,430063.0,431996.0,412534.0,7.5,8.142857142857142
2012-03-25,444324,9.814285714285715,0,431047.0,429589.0,430063.0,431996.0,6.8999999999999995,7.5
2012-04-01,446183,9.557142857142859,0,444324.0,431047.0,429589.0,430063.0,9.814285714285715,6.8999999999999995
2012-04-08,419246,6.757142857142857,1,446183.0,444324.0,431047.0,429589.0,9.557142857142859,9.814285714285715
2012-04-15,417098,6.942857142857143,1,419246.0,446183.0,444324.0,431047.0,6.757142857142857,9.557142857142859
2012-04-22,408582,7.428571428571429,0,417098.0,419246.0,446183.0,444324.0,6.942857142857143,6.757142857142857
2012-04-29,401215,8.314285714285715,0,408582.0,417098.0,419246.0,446183.0,7.428571428571429,6.942857142857143
2012-05-06,417493,8.671428571428573,0,401215.0,408582.0,417098.0,419246.0,8.314285714285715,7.428571428571429
2012-05-13,433468,10.271428571428572,1,417493.0,401215.0,408582.0,417098.0,8.671428571428573,8.314285714285715
2012-05-20,427886,9.214285714285714,0,433468.0,417493.0,401215.0,408582.0,10.271428571428572,8.671428571428573
2012-05-27,446483,16.45714285714286,0,427886.0,433468.0,417493.0,401215.0,9.214285714285714,10.271428571428572
2012-06-03,461794,14.614285714285714,0,446483.0,427886.0,433468.0,417493.0,16.45714285714286,9.214285714285714
2012-06-10,440940,12.242857142857144,2,461794.0,446483.0,427886.0,433468.0,14.614285714285714,16.45714285714286
2012-06-17,424523,12.428571428571429,0,440940.0,461794.0,446483.0,427886.0,12.242857142857144,14.614285714285714
2012-06-24,437392,13.642857142857142,0,424523.0,440940.0,461794.0,446483.0,12.428571428571429,12.242857142857144
2012-07-01,451587,16.257142857142856,0,437392.0,424523.0,440940.0,461794.0,13.642857142857142,12.428571428571429
2012-07-08,437175,16.257142857142856,0,451587.0,437392.0,424523.0,440940.0,16.257142857142856,13.642857142857142
2012-07-15,433563,14.214285714285714,0,437175.0,451587.0,437392.0,424523.0,16.257142857142856,16.257142857142856
2012-07-22,431075,15.485714285714286,0,433563.0,437175.0,451587.0,437392.0,14.214285714285714,16.257142857142856
2012-07-29,440375,17.614285714285717,0,431075.0,433563.0,437175.0,451587.0,15.485714285714286,14.214285714285714
2012-08-05,412380,15.700000000000001,0,440375.0,431075.0,433563.0,437175.0,17.614285714285717,15.485714285714286
2012-08-12,412776,16.8,0,412380.0,440375.0,431075.0,433563.0,15.700000000000001,17.614285714285717
2012-08-19,424420,19.114285714285717,0,412776.0,412380.0,440375.0,431075.0,16.8,15.700000000000001
2012-08-26,421012,16.342857142857145,0,424420.0,412776.0,412380.0,440375.0,19.114285714285717,16.8
2012-09-02,409328,14.728571428571428,1,421012.0,424420.0,412776.0,412380.0,16.342857142857145,19.114285714285717
2012-09-09,416144,15.457142857142857,0,409328.0,421012.0,424420.0,412776.0,14.728571428571428,16.342857142857145
2012-09-16,423360,13.657142857142857,0,416144.0,409328.0,421012.0,424420.0,15.457142857142857,14.728571428571428
2012-09-23,416603,10.9,0,423360.0,416144.0,409328.0,421012.0,13.657142857142857,15.457142857142857
2012-09-30,415433,11.328571428571427,0,416603.0,423360.0,416144.0,409328.0,10.9,13.657142857142857
2012-10-07,421737,10.757142857142856,0,415433.0,416603.0,423360.0,416144.0,11.328571428571427,10.9
2012-10-14,418557,9.271428571428572,0,421737.0,415433.0,416603.0,423360.0,10.757142857142856,11.328571428571427
2012-10-21,420037,10.214285714285714,0,418557.0,421737.0,415433.0,416603.0,9.271428571428572,10.757142857142856
2012-10-28,404020,8.885714285714286,0,420037.0,418557.0,421737.0,415433.0,10.214285714285714,9.271428571428572
2012-11-04,391891,6.385714285714285,0,404020.0,420037.0,418557.0,421737.0,8.885714285714286,10.214285714285714
2012-11-11,410820,7.028571428571429,0,391891.0,404020.0,420037.0,418557.0,6.385714285714285,8.885714285714286
2012-11-18,417281,8.2,0,410820.0,391891.0,404020.0,420037.0,7.028571428571429,6.385714285714285
2012-11-25,414435,7.785714285714286,0,417281.0,410820.0,391891.0,404020.0,8.2,7.028571428571429
2012-12-02,404784,3.685714285714286,0,414435.0,417281.0,410820.0,391891.0,7.785714285714286,8.2
2012-12-09,409890,3.1999999999999997,0,404784.0,414435.0,417281.0,410820.0,3.685714285714286,7.785714285714286
2012-12-16,414700,2.242857142857143,0,409890.0,404784.0,414435.0,417281.0,3.1999999999999997,3.685714285714286
2012-12-23,424281,6.8999999999999995,0,414700.0,409890.0,404784.0,414435.0,2.242857142857143,3.1999999999999997
2012-12-30,399014,7.285714285714286,2,424281.0,414700.0,409890.0,404784.0,6.8999999999999995,2.242857142857143
2013-01-06,412216,7.828571428571428,1,399014.0,424281.0,414700.0,409890.0,7.285714285714286,6.8999999999999995
2013-01-13,389236,4.057142857142857,0,412216.0,399014.0,424281.0,414700.0,7.828571428571428,7.285714285714286
2013-01-20,360739,-0.7000000000000001,0,389236.0,412216.0,399014.0,424281.0,4.057142857142857,7.828571428571428
2013-01-27,388036,1.3571428571428572,0,360739.0,389236.0,412216.0,399014.0,-0.7000000000000001,4.057142857142857
2013-02-03,423114,6.371428571428572,0,388036.0,360739.0,389236.0,412216.0,1.3571428571428572,-0.7000000000000001
2013-02-10,415039,3.5285714285714285,0,423114.0,388036.0,360739.0,389236.0,6.371428571428572,1.3571428571428572
2013-02-17,409586,3.9285714285714284,0,415039.0,423114.0,388036.0,360739.0,3.5285714285714285,6.371428571428572
2013-02-24,400726,2.085714285714286,0,409586.0,415039.0,423114.0,388036.0,3.9285714285714284,3.5285714285714285
2013-03-03,423610,3.6142857142857143,0,400726.0,409586.0,415039.0,423114.0,2.085714285714286,3.9285714285714284
2013-03-10,430769,5.257142857142858,0,423610.0,400726.0,409586.0,415039.0,3.6142857142857143,2.085714285714286
2013-03-17,420997,2.642857142857143,0,430769.0,423610.0,400726.0,409586.0,5.257142857142858,3.6142857142857143
2013-03-24,414799,1.9714285714285715,0,420997.0,430769.0,423610.0,400726.0,2.642857142857143,5.257142857142858
2013-03-31,416972,1.1857142857142857,1,414799.0,420997.0,430769.0,423610.0,1.9714285714285715,2.642857142857143
2013-04-07,424499,3.242857142857143,1,416972.0,414799.0,420997.0,430769.0,1.1857142857142857,1.9714285714285715
2013-04-14,417763,7.742857142857143,0,424499.0,416972.0,414799.0,420997.0,3.242857142857143,1.1857142857142857
2013-04-21,433446,10.085714285714285,0,417763.0,424499.0,416972.0,414799.0,7.742857142857143,3.242857142857143
2013-04-28,430561,9.471428571428572,0,433446.0,417763.0,424499.0,416972.0,10.085714285714285,7.742857142857143
2013-05-05,438030,9.62857142857143,0,430561.0,433446.0,417763.0,424499.0,9.471428571428572,10.085714285714285
2013-05-12,443718,11.414285714285715,1,438030.0,430561.0,433446.0,417763.0,9.62857142857143,9.471428571428572
2013-05-19,420859,9.342857142857143,0,443718.0,438030.0,430561.0,433446.0,11.414285714285715,9.62857142857143
2013-05-26,420304,10.142857142857142,0,420859.0,443718.0,438030.0,430561.0,9.342857142857143,11.414285714285715
2013-06-02,411475,11.5,1,420304.0,420859.0,443718.0,438030.0,10.142857142857142,9.342857142857143
2013-06-09,422308,13.0,0,411475.0,420304.0,420859.0,443718.0,11.5,10.142857142857142
2013-06-16,422005,13.0,0,422308.0,411475.0,420304.0,420859.0,13.0,11.5
2013-06-23,437033,15.12857142857143,0,422005.0,422308.0,411475.0,420304.0,13.0,13.0
2013-06-30,432126,14.114285714285714,0,437033.0,422005.0,422308.0,411475.0,15.12857142857143,13.0
2013-07-07,440751,15.957142857142857,0,432126.0,437033.0,422005.0,422308.0,14.114285714285714,15.12857142857143
2013-07-14,457675,18.62857142857143,0,440751.0,432126.0,437033.0,422005.0,15.957142857142857,14.114285714285714
2013-07-21,457046,19.685714285714287,0,457675.0,440751.0,432126.0,437033.0,18.62857142857143,15.957142857142857
2013-07-28,440753,19.728571428571428,0,457046.0,457675.0,440751.0,432126.0,19.685714285714287,18.62857142857143
2013-08-04,420149,18.857142857142858,0,440753.0,457046.0,457675.0,440751.0,19.728571428571428,19.685714285714287
2013-08-11,413461,16.32857142857143,0,420149.0,440753.0,457046.0,457675.0,18.857142857142858,19.728571428571428
2013-08-18,403535,16.414285714285715,0,413461.0,420149.0,440753.0,457046.0,16.32857142857143,18.857142857142858
2013-08-25,417216,17.271428571428572,0,403535.0,413461.0,420149.0,440753.0,16.414285714285715,16.32857142857143
2013-09-01,427343,16.285714285714285,1,417216.0,403535.0,413461.0,420149.0,17.271428571428572,16.414285714285715
2013-09-08,410663,15.271428571428572,0,427343.0,417216.0,403535.0,413461.0,16.285714285714285,17.271428571428572
2013-09-15,395337,12.357142857142858,0,410663.0,427343.0,417216.0,403535.0,15.271428571428572,16.285714285714285
2013-09-22,410869,12.414285714285715,0,395337.0,410663.0,427343.0,417216.0,12.357142857142858,15.271428571428572
2013-09-29,430353,14.657142857142857,0,410869.0,395337.0,410663.0,427343.0,12.414285714285715,12.357142857142858
2013-10-06,423344,14.685714285714285,0,430353.0,410869.0,395337.0,410663.0,14.657142857142857,12.414285714285715
2013-10-13,415362,11.87142857142857,0,423344.0,430353.0,410869.0,395337.0,14.685714285714285,14.657142857142857
2013-10-20,410503,11.885714285714286,0,415362.0,423344.0,430353.0,410869.0,11.87142857142857,14.685714285714285
2013-10-27,418366,13.357142857142858,0,410503.0,415362.0,423344.0,430353.0,11.885714285714286,11.87142857142857
2013-11-03,389081,9.457142857142857,0,418366.0,410503.0,415362.0,423344.0,13.357142857142858,11.885714285714286
2013-11-10,401448,6.6,0,389081.0,418366.0,410503.0,415362.0,9.457142857142857,13.357142857142858
2013-11-17,406615,6.528571428571429,0,401448.0,389081.0,418366.0,410503.0,6.6,9.457142857142857
2013-11-24,404822,4.357142857142857,0,406615.0,401448.0,389081.0,418366.0,6.528571428571429,6.6
2013-12-01,412303,5.514285714285714,0,404822.0,406615.0,401448.0,389081.0,4.357142857142857,6.528571428571429
2013-12-08,415790,6.242857142857143,0,412303.0,404822.0,406615.0,401448.0,5.514285714285714,4.357142857142857
2013-12-15,415972,7.171428571428572,0,415790.0,412303.0,404822.0,406615.0,6.242857142857143,5.514285714285714
2013-12-22,408501,6.471428571428571,0,415972.0,415790.0,412303.0,404822.0,7.171428571428572,6.242857142857143
2013-12-29,372162,5.557142857142857,2,408501.0,415972.0,415790.0,412303.0,6.471428571428571,7.171428571428572
2014-01-05,387463,6.771428571428571,1,372162.0,408501.0,415972.0,415790.0,5.557142857142857,6.471428571428571
2014-01-12,383566,6.257142857142857,0,387463.0,372162.0,408501.0,415972.0,6.771428571428571,5.557142857142857
2014-01-19,390532,6.071428571428571,0,383566.0,387463.0,372162.0,408501.0,6.257142857142857,6.771428571428571
2014-01-26,398018,5.128571428571428,0,390532.0,383566.0,387463.0,372162.0,6.071428571428571,6.257142857142857
2014-02-02,406929,4.971428571428572,0,398018.0,390532.0,383566.0,387463.0,5.128571428571428,6.071428571428571
2014-02-09,418413,6.185714285714285,0,406929.0,398018.0,390532.0,383566.0,4.971428571428572,5.128571428571428
2014-02-16,409118,5.071428571428571,0,418413.0,406929.0,398018.0,390532.0,6.185714285714285,4.971428571428572
2014-02-23,410878,7.628571428571428,0,409118.0,418413.0,406929.0,398018.0,5.071428571428571,6.185714285714285
2014-03-02,429996,6.642857142857143,0,410878.0,409118.0,418413.0,406929.0,7.628571428571428,5.071428571428571
2014-03-09,438615,7.942857142857143,0,429996.0,410878.0,409118.0,418413.0,6.642857142857143,7.628571428571428
2014-03-16,446850,7.914285714285714,0,438615.0,429996.0,410878.0,409118.0,7.942857142857143,6.642857142857143
2014-03-23,450955,8.285714285714286,0,446850.0,438615.0,429996.0,410878.0,7.914285714285714,7.942857142857143
2014-03-30,433777,7.114285714285714,0,450955.0,446850.0,438615.0,429996.0,8.285714285714286,7.914285714285714
2014-04-06,450015,11.414285714285715,0,433777.0,450955.0,446850.0,438615.0,7.114285714285714,8.285714285714286
2014-04-13,428084,9.671428571428573,0,450015.0,433777.0,450955.0,446850.0,11.414285714285715,7.114285714285714
2014-04-20,432677,8.714285714285714,1,428084.0,450015.0,433777.0,450955.0,9.671428571428573,11.414285714285715
2014-04-27,442159,11.285714285714286,1,432677.0,428084.0,450015.0,433777.0,8.714285714285714,9.671428571428573
2014-05-04,441067,10.614285714285714,0,442159.0,432677.0,428084.0,450015.0,11.285714285714286,8.714285714285714
2014-05-11,448933,11.9,1,441067.0,442159.0,432677.0,428084.0,10.614285714285714,11.285714285714286
2014-05-18,450219,13.085714285714285,0,448933.0,441067.0,442159.0,432677.0,11.9,10.614285714285714
2014-05-25,457791,13.6,0,450219.0,448933.0,441067.0,442159.0,13.085714285714285,11.9
2014-06-01,430555,12.728571428571428,1,457791.0,450219.0,448933.0,441067.0,13.6,13.085714285714285
2014-06-08,444197,14.242857142857144,0,430555.0,457791.0,450219.0,448933.0,12.728571428571428,13.6
2014-06-15,455876,15.985714285714284,0,444197.0,430555.0,457791.0,450219.0,14.242857142857144,12.728571428571428
2014-06-22,460936,15.828571428571427,0,455876.0,444197.0,430555.0,457791.0,15.985714285714284,14.242857142857144
2014-06-29,455391,14.985714285714286,0,460936.0,455876.0,444197.0,430555.0,15.828571428571427,15.985714285714284
2014-07-06,450521,16.1,0,455391.0,460936.0,455876.0,444197.0,14.985714285714286,15.828571428571427
2014-07-13,453121,16.3,0,450521.0,455391.0,460936.0,455876.0,16.1,14.985714285714286
2014-07-20,456599,18.785714285714285,0,453121.0,450521.0,455391.0,460936.0,16.3,16.1
2014-07-27,451114,19.900000000000002,0,456599.0,453121.0,450521.0,455391.0,18.785714285714285,16.3
2014-08-03,431613,17.442857142857143,0,451114.0,456599.0,453121.0,450521.0,19.900000000000002,18.785714285714285
2014-08-10,421379,17.014285714285712,0,431613.0,451114.0,456599.0,453121.0,17.442857142857143,19.900000000000002
2014-08-17,401633,14.771428571428572,0,421379.0,431613.0,451114.0,456599.0,17.014285714285712,17.442857142857143
2014-08-24,397339,12.614285714285714,0,401633.0,421379.0,431613.0,451114.0,14.771428571428572,17.014285714285712
2014-08-31,411982,15.028571428571428,1,397339.0,401633.0,421379.0,431613.0,12.614285714285714,14.771428571428572
2014-09-07,422837,16.014285714285712,0,411982.0,397339.0,401633.0,421379.0,15.028571428571428,12.614285714285714
2014-09-14,431057,14.314285714285715,0,422837.0,411982.0,397339.0,401633.0,16.014285714285712,15.028571428571428
2014-09-21,441200,16.228571428571428,0,431057.0,422837.0,411982.0,397339.0,14.314285714285715,16.014285714285712
2014-09-28,433844,13.885714285714286,0,441200.0,431057.0,422837.0,411982.0,16.228571428571428,14.314285714285715
2014-10-05,435217,13.942857142857141,0,433844.0,441200.0,431057.0,422837.0,13.885714285714286,16.228571428571428
2014-10-12,422636,10.728571428571428,0,435217.0,433844.0,441200.0,431057.0,13.942857142857141,13.885714285714286
2014-10-19,433392,13.271428571428572,0,422636.0,435217.0,433844.0,441200.0,10.728571428571428,13.942857142857141
2014-10-26,427291,11.557142857142859,0,433392.0,422636.0,435217.0,433844.0,13.271428571428572,10.728571428571428
2014-11-02,417460,13.571428571428571,0,427291.0,433392.0,422636.0,435217.0,11.557142857142859,13.271428571428572
2014-11-09,418413,7.714285714285714,0,417460.0,427291.0,433392.0,422636.0,13.571428571428571,11.557142857142859
2014-11-16,429287,9.542857142857143,0,418413.0,417460.0,427291.0,433392.0,7.714285714285714,13.571428571428571
2014-11-23,430386,8.7,0,429287.0,418413.0,417460.0,427291.0,9.542857142857143,7.714285714285714
2014-11-30,433100,6.928571428571429,0,430386.0,429287.0,418413.0,417460.0,8.7,9.542857142857143
2014-12-07,436377,4.314285714285714,0,433100.0,430386.0,429287.0,418413.0,6.928571428571429,8.7
2014-12-14,440447,4.257142857142857,0,436377.0,433100.0,430386.0,429287.0,4.314285714285714,6.928571428571429
2014-12-21,446501,7.628571428571428,0,440447.0,436377.0,433100.0,430386.0,4.257142857142857,4.314285714285714
2014-12-28,403314,5.642857142857143,2,446501.0,440447.0,436377.0,433100.0,7.628571428571428,4.257142857142857
2015-01-04,407372,3.914285714285714,1,403314.0,446501.0,440447.0,436377.0,5.642857142857143,7.628571428571428
2015-01-11,388832,7.185714285714285,0,407372.0,403314.0,446501.0,440447.0,3.914285714285714,5.642857142857143
2015-01-18,377839,4.428571428571429,0,388832.0,407372.0,403314.0,446501.0,7.185714285714285,3.914285714285714
2015-01-25,389400,1.7142857142857142,0,377839.0,388832.0,407372.0,403314.0,4.428571428571429,7.185714285714285
2015-02-01,400414,4.328571428571428,0,389400.0,377839.0,388832.0,407372.0,1.7142857142857142,4.428571428571429
2015-02-08,407187,1.7714285714285716,0,400414.0,389400.0,377839.0,388832.0,4.328571428571428,1.7142857142857142
2015-02-15,420026,4.642857142857143,0,407187.0,400414.0,389400.0,377839.0,1.7714285714285716,4.328571428571428
2015-02-22,405622,4.857142857142857,0,420026.0,407187.0,400414.0,389400.0,4.642857142857143,1.7714285714285716
2015-03-01,425611,6.314285714285715,0,405622.0,420026.0,407187.0,400414.0,4.857142857142857,4.642857142857143
2015-03-08,433927,6.714285714285714,0,425611.0,405622.0,420026.0,407187.0,6.314285714285715,4.857142857142857
2015-03-15,433269,6.271428571428571,0,433927.0,425611.0,405622.0,420026.0,6.714285714285714,6.314285714285715
2015-03-22,444849,5.885714285714286,0,433269.0,433927.0,425611.0,405622.0,6.271428571428571,6.714285714285714
2015-03-29,444473,6.628571428571428,0,444849.0,433269.0,433927.0,425611.0,5.885714285714286,6.271428571428571
2015-04-05,439766,8.128571428571428,1,444473.0,444849.0,433269.0,433927.0,6.628571428571428,5.885714285714286
2015-04-12,442874,9.914285714285715,1,439766.0,444473.0,444849.0,433269.0,8.128571428571428,6.628571428571428
2015-04-19,433918,9.757142857142856,0,442874.0,439766.0,444473.0,444849.0,9.914285714285715,8.128571428571428
2015-04-26,434596,9.957142857142857,0,433918.0,442874.0,439766.0,444473.0,9.757142857142856,9.914285714285715
2015-05-03,433407,8.157142857142857,0,434596.0,433918.0,442874.0,439766.0,9.957142857142857,9.757142857142856
2015-05-10,445116,11.0,1,433407.0,434596.0,433918.0,442874.0,8.157142857142857,9.957142857142857
2015-05-17,441271,11.1,0,445116.0,433407.0,434596.0,433918.0,11.0,8.157142857142857
2015-05-24,434701,11.114285714285714,0,441271.0,445116.0,433407.0,434596.0,11.1,11.0
2015-05-31,430635,10.87142857142857,1,434701.0,441271.0,445116.0,433407.0,11.114285714285714,11.1
2015-06-07,434724,12.37142857142857,0,430635.0,434701.0,441271.0,445116.0,10.87142857142857,11.114285714285714
2015-06-14,444151,12.671428571428573,0,434724.0,430635.0,434701.0,441271.0,12.37142857142857,10.87142857142857
2015-06-21,448591,14.242857142857144,0,444151.0,434724.0,430635.0,434701.0,12.671428571428573,12.37142857142857
2015-06-28,448428,15.457142857142857,0,448591.0,444151.0,434724.0,430635.0,14.242857142857144,12.671428571428573
