feature,importance
target_lag_1,0.6402652089268005
temp_mean,0.15154530724508833
temp_mean_lag_2,0.06017031446633864
temp_mean_lag_1,0.04739189960110934
target_lag_4,0.03073633761912424
target_lag_2,0.023858496794928477
holiday_count,0.023584020465097274
target_lag_3,0.022448414881513012
